"Name";"n_Bewertungen";"Preiskat";"Adresse";"Stadtteil";"Kat1";"Kat2";"Kat3";"Kat4";"lat";"long"
"McDonald’s";12;"€€";"Am Juliusturm 40-46";"Spandau";"Fast Food";"Burger";NA;NA;52.5377425;13.2196261
"McDonald’s";0;"€€";"Hildburghauser Str.";"Steglitz";"Burger";"Fast Food";NA;NA;52.4167226;13.337647
"Schönhausen";37;"€€";"Florastr. 27";"Pankow";"Café";NA;NA;NA;52.5653647;13.4037954
"Café Anneliese";15;"€€";"Teltower Damm 41";"Zehlendorf";"Café";NA;NA;NA;52.4303691;13.2597682
"Liebes Bisschen";9;"€€";"Berliner Str. 6";"Pankow";"Coffee Shop";"Café";NA;NA;52.5885133;13.2840497
"QoolBeans";1;"€€";"Walther-Schreiber-Platz 1";"Schöneberg";"Café";NA;NA;NA;52.4665727;13.328289
"Café Bravo";27;"€€";"Auguststr. 69";"Mitte";"Café";"Eventlocation & Tagungsstätte";NA;NA;52.5268334;13.3949574
"Saray";34;"€€";"Warschauer Str. 53";"Friedrichshain";"Fast Food";NA;NA;NA;52.5082768;13.4508628
"Bistro Nazar";7;"€€";"Manfred-von-Richthofenstr. 1";"Tempelhof";"Döner & Kebab";"Fast Food";NA;NA;52.4846799;13.3845825
"Metropol China Box";2;"€€";"Mehringdamm 30";"Kreuzberg";"Fast Food";"Asiatisch";NA;NA;52.49449;13.38732
"Weyers";55;"€€";"Pariser Str. 16";"Wilmersdorf";"Deutsch";NA;NA;NA;52.4974468;13.3230059
"Gaststätte Waldhütte";10;"€€";"Schwarzer Weg 1";"Reinickendorf";"Deutsch";NA;NA;NA;52.59385;13.26424
"Bootshaus Bolle";6;"€€";"Am Großen Wannsee 60";"Zehlendorf";"Deutsch";"Bar";"Eventlocation & Tagungsstätte";NA;52.43369;13.16401
"Trattoria Monticchiello";27;"€€";"Berliner Str. 70";"Reinickendorf";"Italienisch";NA;NA;NA;52.5827345;13.2901274
"Trattoria Pizzeria Mira";2;"€€";"Goltzstr. 15";"Schöneberg";"Italienisch";NA;NA;NA;52.4931327;13.3538677
"La Bottega";29;"€€";"Breite Str. 56 - 58";"Spandau";"Italienisch";NA;NA;NA;52.53672;13.20465
"Antica Pizzicheria";7;"€€";"Marzahner Chaussee 85";"Marzahn";"Italienisch";"Feinkost & Delikatessen";NA;NA;52.5169424;13.5274568
"La Dolce Vita";11;"€€";"Waltersdorfer Str. 1a";"Treptow";"Italienisch";NA;NA;NA;52.4048827;13.5732469
"Il porto";6;"€€";"Wegedornstraße";"Treptow";"Italienisch";NA;NA;NA;52.4153646;13.5313709
"Laurus Ristorante";42;"€€";"Mühlenstr. 38";"Pankow";"Italienisch";NA;NA;NA;52.56088;13.41086
"Piazza Fontana";13;"€€";"Martin-Buber-Str. 18";"Zehlendorf";"Pizza";"Italienisch";NA;NA;52.4349536;13.2576411
"La Piccola Cantina";9;"€€";"Eisenacher Str. 8";"Tempelhof";"Italienisch";NA;NA;NA;52.4984555;13.3493877
"Kaplan Fast Food";27;"€€";"Schönhauser Allee 117";"Prenzlauer Berg";"Döner & Kebab";NA;NA;NA;52.5493419;13.4132237
"Bella Italia";22;"€€";"Brunnenstr. 103 - 104";"Wedding";"Italienisch";"Pizza";NA;NA;52.5473366;13.3893608
"Trattoria Siciliana";22;"€€";"Bergstr. 7";"Steglitz";"Italienisch";"Pizza";NA;NA;52.45795;13.32887
"Sorrentina";20;"€€";"Gustav-Müller-Str. 1";"Schöneberg";"Italienisch";"Pizza";NA;NA;52.485443;13.3622971
"Francesco Forgione";4;"€€";"Uhlandstr. 104 - 105";"Wilmersdorf";"Pizza";"Weinbar";NA;NA;52.4869588;13.3228903
"Call a Pizza";8;"€€";"Mohrenstr. 67-69";"Mitte";"Pizza";NA;NA;NA;52.5119929;13.3840583
"Pizza Max";6;"€€";"Grünauer Str. 26";"Treptow";"Pizza";NA;NA;NA;52.4423763;13.5692923
"Type Hype";6;"€€€";"Rosa-Luxemburg-Str. 9 - 13";"Mitte";"Concept Store";"Café";NA;NA;52.52419;13.40945
"Hofbäckerei";4;"€€€";"Uhlandstr. 212";"Charlottenburg";"Bäckerei";"Café";NA;NA;52.5019144;13.3255166
"DeliNews Eat & Drink";10;"€€€";"Markgrafenstr. 19a";"Kreuzberg";"Coffee Shop";"Bäckerei";"Café";NA;52.5073359;13.3945255
"Yuppi’s Bistro";2;"€€€";"Michael-Brückner-Str. 42";"Treptow";"Döner & Kebab";"Fast Food";"Asiatisch";NA;52.4557679;13.5097075
"Pianobar";0;"€€€";"Los-Angeles-Platz 1";"Wilmersdorf";"Deutsch";NA;NA;NA;52.5028036;13.3351329
"Café Restaurant Neu";27;"€€€";"Oranienburger Str. 32";"Reinickendorf";"Deutsch";NA;NA;NA;52.5253603;13.3938946
"Haus Sanssouci";26;"€€€";"Am Großen Wannsee 60";"Zehlendorf";"Hotel";"Eventlocation & Tagungsstätte";"Deutsch";NA;52.43369;13.16401
"Lutter & Wegner Schloss Glienicke";22;"€€€";"Königstr. 36";"Zehlendorf";"Deutsch";"Weinbar";NA;NA;52.4331073;13.2517174
"Osteria I Due";10;"€€€";"Kaiserdamm 40";"Charlottenburg";"Italienisch";NA;NA;NA;52.50984;13.27453
"Ponte";12;"€€€";"Regensburger Str. 5";"Schöneberg";"Italienisch";NA;NA;NA;52.4960578;13.3385512
"Ristorante Cascina";20;"€€€";"Berliner Str. 38";"Reinickendorf";"Pizza";"Italienisch";NA;NA;52.4866762;13.3212812
"HOA";7;"€€€";"Hauptstr. 18";"Pankow";"Sushi";"Asiatisch";NA;NA;52.486964;13.3566281
"Italo-Imbiss La Casareccia";0;"€€€€";"Warschauer Str.";"Friedrichshain";"Fast Food";NA;NA;NA;52.5091482;13.4508508
"Imbiss Fränkel";5;"€€€€";"Gorkistr. 13-17";"Reinickendorf";"Fast Food";NA;NA;NA;52.5902;13.28594
"Chicken House";1;NA;"Neue Bahnhofstr. 3";"Friedrichshain";"Fast Food";NA;NA;NA;52.5050182;13.4695005
"Mones Bistro";0;NA;"Plauener Straße";"Hohenschönhausen";"Frühstück & Brunch";"Fast Food";NA;NA;52.5386665;13.5081318
"Mert’s Gemüse Kebap";0;NA;"Oranienstr. 193j";"Kreuzberg";"Fast Food";NA;NA;NA;52.5000645;13.4225615
"McDonald’s";1;NA;"Masurenallee 4-6";"Charlottenburg";"Fast Food";"Burger";NA;NA;52.5072353;13.2794104
"Kings Sandwiches & Grill";2;NA;"Rigaer Str. 55";"Friedrichshain";"Café";"Fast Food";"Coffee Shop";NA;52.51526;13.47402
"Star Burger";0;NA;"Prenzlauer Allee 135";"Prenzlauer Berg";"Burger";"Fast Food";NA;NA;52.5415796;13.4258134
"Imbiss";2;NA;"Holzhauser Straße";"Reinickendorf";"Fast Food";NA;NA;NA;52.5825698;13.3066298
"Akasya Sok. no. 27";1;NA;"Akazienstr. 27";"Schöneberg";"Fast Food";NA;NA;NA;52.4868313;13.3549677
"Bonsai";1;NA;"Obstallee 28";"Spandau";"Fast Food";"Asiatisch";NA;NA;52.5223427;13.1635808
"Salate aus dem Mittelmeer raum";0;NA;"Badstr. 1";"Wedding";"Fast Food";NA;NA;NA;52.5488701;13.3886963
"Hue Snack";0;NA;"Brunnenstr. 105-109";"Wedding";"Vietnamesisch";"Fast Food";NA;NA;52.5479628;13.391198
"The Big Burger";0;NA;"Samariterstr.";"Friedrichshain";"Burger";NA;NA;NA;52.5173072;13.4655591
"Schillerburger";0;NA;"Rüdersdorfer Str. 70";"Friedrichshain";"Burger";NA;NA;NA;52.51171;13.4432499
"Moritz Tanzt";0;NA;"Markgrafendamm 24d";"Friedrichshain";"Burger";NA;NA;NA;52.5021322;13.4661571
"Da Papa";0;NA;"Uhlandstr. 170-171";"Charlottenburg";"Italienisch";NA;NA;NA;52.5010037;13.3251959
"Ristorante Terminale";1;NA;"Masurenallee 6";"Charlottenburg";"Pizza";"Italienisch";NA;NA;52.5069449;13.2789626
"Mario’s";0;NA;"Wilmersdorfer Str. 92 - 93";"Charlottenburg";"Pizza";"Italienisch";NA;NA;52.5008409;13.3077239
"ciao bella";0;NA;"Warschauer Str. 18";"Friedrichshain";"Italienisch";NA;NA;NA;52.5119842;13.4518472
"Lahostia";0;NA;"Graefestr. 92";"Kreuzberg";"Italienisch";NA;NA;NA;52.4950031;13.4195469
"Bistro Fibejero";0;NA;"Blücherstr. 66";"Kreuzberg";"Italienisch";"Café";"Coffee Shop";NA;52.49599;13.39676
"Pizzeria Aglio";0;NA;"Oranienstr. 193";"Kreuzberg";"Italienisch";NA;NA;NA;52.5000645;13.4225615
"P&P Steinofenpizza, Pasta and more...";6;"€€";"Oranienstr. 193";"Kreuzberg";"Italienisch";NA;NA;NA;52.5000645;13.4225615
"Azzurro";2;NA;"Berliner Str. 48";"Pankow";"Italienisch";NA;NA;NA;52.4867859;13.3176494
"Vaporetto Gastro";38;"€€";"Albrechtstr. 12";"Mitte";"Italienisch";NA;NA;NA;52.5211654;13.384961
"Da Capo";1;NA;"Rudower Str. 82";"Neukölln";"Italienisch";NA;NA;NA;52.43729;13.46329
"Da Gelo 2";0;NA;"Potsdamer Str. 6";"Zehlendorf";"Italienisch";NA;NA;NA;52.5102117;13.3741094
"Pasta Deli";1;NA;"Budapester Str. 38";"Wilmersdorf";"Italienisch";NA;NA;NA;52.505429;13.3382338
"La Premiata Ditta";0;NA;"Kopenhagener Str. 12a";"Prenzlauer Berg";"Weinbar";"Italienisch";NA;NA;52.5491225;13.409543
"Canzoneri";0;NA;"Uhlandstr. 104-105";"Wilmersdorf";"Italienisch";NA;NA;NA;52.4869588;13.3228903
"Via Manin Ristorante u. Winebar";0;NA;"Güntzelstr. 19-20";"Wilmersdorf";"Italienisch";NA;NA;NA;52.49151;13.32609
"Allegro";1;NA;"Schönhauser Allee 80";"Prenzlauer Berg";"Imbiss";"Italienisch";"Pizza";NA;52.5494582;13.4157815
"Il Pasticcio";0;NA;"Eisenacher Str. 57";"Tempelhof";"Italienisch";NA;NA;NA;52.4854352;13.3516837
"Trattoria Tropea";13;"€€";"Osdorfer Str. 23";"Steglitz";"Italienisch";NA;NA;NA;52.4166995;13.3149546
"Ristorante Pizzeria Sempre";7;"€€";"Eisenacher Str. 19";"Tempelhof";"Italienisch";NA;NA;NA;52.44742;13.39266
"Happy Pizza";0;NA;"Gericht 13";"Wedding";"Italienisch";"Pizza";NA;NA;52.5659204;13.4157671
"Restaurant El Raschado";0;NA;"Waltersdorferstr. 1A";"Treptow";"Italienisch";NA;NA;NA;52.4048827;13.5732469
